Institute,Branch,Quota,Category,Gender,OpenRank,CloseRank
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,5802,6844
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1709,2466
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,24,24
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1030,1161
Indian Institute  of Technology Bhubaneswar,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,448,472
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,5624,7429
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2566,2625
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),NA,40.01,40.01
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1148,1148
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M. Tech. in Structural Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,521,521
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,7398,7844
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2482,2768
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech in Transportation Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1375,1403
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,7751,8208
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2637,2659
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1396,1490
Indian Institute  of Technology Bhubaneswar,"Civil Engineering and M.Tech. in Environmental Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,550,550
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,1764,2635
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,578,1040
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,388,558
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,186,248
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,2626,3184
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,1083,1256
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,648,692
Indian Institute  of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,439,439
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,4780,5054
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2015,2035
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1216,1324
Indian Institute  of Technology Bhubaneswar,"Electrical  Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,464,464
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,3284,4576
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,187,187
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1222,1721
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,905,1007
Indian Institute  of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,394,426
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,2697,3922
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,775,1501
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,535,761
Indian Institute  of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,303,382
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,4001,5288
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,166,166
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1391,1858
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,787,930
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,331,499
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,5323,5794
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2270,2338
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1069,1069
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,612,612
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,5821,6211
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),NA,177,177
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,1928,2364
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1189,1192
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,642,642
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,5867,6111
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2184,2440
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1302,1302
Indian Institute  of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,641,641
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,6440,7615
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,225,225
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,2075,2844
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1488,1686
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,561.01,837
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,7999,8303
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,3126,3133
Indian Institute  of Technology Bhubaneswar,"Metallurgical and Materials Engineering and M.Tech. in Materials Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1710,1792
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,749,1986
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,38,38
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,383,1037
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,157,425
Indian Institute  of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,173,231
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,830,1507
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,47,53
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,500,910
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,14,14
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,267,631
Indian Institute  of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,238,327
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,NA,3051,4765
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,NA,1796,2314
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL (PwD),NA,110,110
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,NA,1021,1493
Indian Institute  of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,NA,661,758
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,1046,2298
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,31,62
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,602,976
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,37,37
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,203,511
Indian Institute  of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,52,117
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,1,62
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,1,2
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,9,45
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,1,1
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1,22
Indian Institute  of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,4,15
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OPEN,NA,1426,2193
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OPEN (PwD),NA,51,51
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,OBC-NCL,NA,763,1611
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,SC,NA,137,733
Indian Institute  of Technology Bombay,"Economics (4 Years, Bachelor of Science)",AI,ST,NA,124,536
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,74,266
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,6,6
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,60,158
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,8,8
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,14,80
Indian Institute  of Technology Bombay,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,3,27
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,345,510
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,189,414
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,103,168
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC (PwD),NA,7,7
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Communications and Signal Processing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,126,187
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,270,471
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,239,314
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,86,181
Indian Institute  of Technology Bombay,"Electrical Engineering with M.Tech. in Microelectronics (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,153,184
Indian Institute  of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,1294,2514
Indian Institute  of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,915,1302
Indian Institute  of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,574,1000
Indian Institute  of Technology Bombay,"Energy Engineering with M.Tech. in Energy Systems Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,362,377
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,NA,64,1223
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,194,786
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,NA,166,579
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC (PwD),NA,5,5
Indian Institute  of Technology Bombay,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,NA,201,272
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,297,738
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,18,18
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,110,363
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,10.01,10.01
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,81,163
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,33,104
Indian Institute  of Technology Bombay,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),NA,3,3
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,260,879
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),NA,57,57
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,425,504
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,91,213
Indian Institute  of Technology Bombay,"Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,120.01,131
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN,NA,1600,3005
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,71,120
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1106,1493
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,49,49
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,SC,NA,676,960
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",AI,ST,NA,433,634
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,3039,3323
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,1591,1598
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL (PwD),NA,73,73
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,964,1093
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Ceramics and Composites (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,703,703
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,3056,3288
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,1508,1639
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1056,1149
Indian Institute  of Technology Bombay,"Metallurgical Engineering and Materials Science with M.Tech. in Metallurgical Process Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,646,646
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,6020,7211
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,2376,2545
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1134,1323
Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,239,383
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,1696,2383
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,83,83
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,933,1179
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,513,662
Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,122,370
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,3774,4712
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1428,2111
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,986,1181
Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,381,460
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,3779,5917
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,188,188
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1910,2271
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1034,1281
Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,534,632
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,3058,3959
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),NA,129,129
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,2003,2385
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,1373,1374
Indian Institute  of Technology Delhi,"Biochemical Engineering and Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,773,773
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,2858,3684
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,1563,2131
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,1054,1349
Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,639,675
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,949,1780
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,63,63
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,634,986
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,64,64
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,207,671
Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,157,300
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,1984,2792
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),NA,81,81
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,NA,1021,1489
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,NA,583,866
Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,NA,404,421
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,1341,2811
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,52,59
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,486,980
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,35,35
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,226,532
Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,10,53
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,NA,3,104
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),NA,3,3
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,NA,21,67
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),NA,4,4
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,NA,17,35
Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,NA,5,25
Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,NA,78,154
